	nonPR_Hols_1	nonPR_Hols_2	nonPR_Hols_3	nonPR_Hols_4	nonPR_Hols_5	nonPR_Hols_6	nonPR_Hols_7	nonPR_Hols_8	nonPR_Hols_9	nonPR_Hols_10	nonPR_Hols_11	PR_Hols_1	PR_Hols_2	PR_Hols_3	PR_Hols_4	PR_Hols_5	PR_Hols_6	PR_Hols_7	PR_Hols_8	PR_Jap_1	PR_Jap_2	PR_Jap_3	PR_Jap_4	PR_Jap_5	PR_Jap_6	nonPR_Jap_1	nonPR_Jap_2	nonPR_Jap_3	nonPR_Jap_4	nonPR_Jap_5	nonPR_Sim_1	nonPR_Sim_2	nonPR_Sim_3	PR_Sim_1	PR_Sim_2	PR_Sim_3	PR_Cont_1	PR_Cont_2	PR_Cont_3	PR_Cont_4	PR_Cont_5	PR_Cont_6	nonPR_Cont_1	nonPR_Cont_2	nonPR_Cont_3	nonPR_Cont_4	nonPR_Cont_5	nonPR_Cont_6	nonPR_Sim2_1	nonPR_Sim2_2	nonPR_Sim2_3	PR_Sim2_1	PR_Sim2_2	PR_Sim2_3	Zo_NP_1	Zo_NP_3	Zo_NP_4	Zo_NP_5	Zo_NP_6	Zo_NP_8	Zo_NP_9	Zo_NP_10	Zo_NP_11	Zo_NP_12	Zo_NP_13	Zo_NP_14	Zo_NP_15	SW_NP_1	SW_NP_3	SW_NP_5	Zo_PR_1	Zo_PR_2	Zo_PR_3	Zo_PR_4	SW_PR_1	SW_PR_2	SW_PR_3	SW_PR_4	SW_PR_5	SW_PR_6	SW_PR_7
nonPR_Sim2_3	63690.2759531125	64030.6735173591	64492.9049025309	65399.815075355	64683.5288924308	64374.3642963054	63913.7773841383	63998.6976244715	63763.7374688075	64333.8091647776	62549.2594881425	65743.6546760144	66049.3856783845	64298.3985407376	63980.3227632789	64046.4068684485	64476.6349690517	64436.5212192661	65037.136336895	65474.2424528036	65267.9226157756	65371.0603144371	65333.3987869049	65563.3580143511	64687.0643543093	64590.7542024345	64790.2854026681	64813.9379117489	65436.7656577378	64138.4557831405	60733.0425127993	61047.2125497412	61443.8720585778	60643.4200524116	60773.8896943316	61106.6637523482	60417.6066830475	60746.9536749683	61266.3716080466	62262.9438284568	61611.6271872822	60742.171294175	60548.7108813937	61197.742189377	60879.6044693363	60459.8308321256	61728.0604867964	59892.2912189733	60516.7019730643	60227.1608493648	61707.7304521478	61902.8207949718	61848.2513020411	59832.7410604362	53139.0400481524	53361.1943459012	50612.6326503266	50974.5318470837	55206.9864270953	50915.4593160189	52292.9713666037	57988.1351720971	50367.674673088	53594.1643141903	57012.7478704612	54608.9523923924	56199.6932502974	58238.57695919	56450.5337294103	54393.2774000914	59841.8043629671	60988.1582885933	61663.4178534259	59439.3559466561	55718.0693428306	57422.3945053256	54972.3613379267	53898.3815837466	55147.116412493	55156.5563673817	55905.037852761
PR_Sim2_1	63983.5062087883	64331.3336401254	64744.2838673533	65702.6096957004	64986.2746471996	64644.4639803822	64162.5879704185	64257.0197899806	64020.1950076951	64597.7077429162	62770.0718081484	66036.1420213674	66326.4546759623	64567.0850036341	64255.913972209	64346.0580400966	64776.6427043664	64715.7370958168	65316.275463769	65841.5598728403	65622.9507162621	65746.8239873643	65659.9271102404	65939.1872248553	65042.6037324235	64892.3516798976	65114.6333281564	65152.8344313354	65761.298026339	64459.8698709294	60904.7280058407	61207.82121476	61638.3141274447	60797.6304237521	60934.175665102	61263.4292029825	60611.9878959876	60901.1046981033	61398.373891656	62412.0241156502	61767.740816424	60883.1591507899	60696.3121647846	61304.4037768915	61036.1540593352	60659.1560881458	61902.2206822971	60035.0223203782	60695.2396395514	60369.7046603125	61880.0442298536	62123.1580607199	62025.8361859739	60012.0941159883	53153.1651338983	53281.5343001419	50657.5882987148	50996.4959998771	55401.6577219649	50917.9385674123	52303.8182271633	57877.0119081694	50306.6685881878	53560.8653929438	57138.6363901796	54808.2468244811	56400.9614661131	58257.8959377523	56405.2887977119	54350.8962041714	59894.8369736413	61073.357265559	61863.4934658793	59414.8631833276	55666.7799787326	57655.4642319483	55013.5593867307	53754.8254256487	55163.9450358442	55242.3293290897	55882.541281827
PR_Sim2_2	64017.2288962568	64358.4144050336	64829.6270785254	65740.3573120176	65010.1694369496	64721.492250451	64250.0830690825	64342.0769185607	64090.4567435603	64679.5029946338	62869.7876340872	66082.6798770557	66390.4455556832	64622.3107225271	64328.7580229637	64377.0939718236	64822.2255899678	64789.5901849241	65379.7670391409	65850.9545251999	65624.5176177958	65756.6374492218	65711.8612938895	65931.9459201679	65057.0995704747	64929.3097143666	65140.3919957653	65149.5795083071	65789.8252956659	64489.3395404215	61064.0229505478	61376.1459970206	61795.230992909	60972.5303132918	61099.563749351	61446.0254701043	60753.6357484897	61073.2168328025	61588.1414468907	62622.6071200222	61960.7931853096	61052.9730552311	60880.8349408388	61498.1793862213	61216.9122984646	60799.9211441385	62076.1043986072	60212.8911004753	60849.4533580335	60535.3242382356	62070.6691686833	62279.2126008041	62220.4259605851	60157.5263481934	53233.1104167118	53512.4596252817	50782.3253006569	51128.5789361542	55484.1886558367	51030.3153596416	52373.5212023432	58214.3344851625	50493.3157849881	53712.365807042	57194.8795057409	54895.0454217926	56472.9720295346	58423.3933012148	56666.5543497768	54458.8019624159	60081.0473586798	61181.8359708363	61864.9995661073	59666.2807416948	55907.5268822544	57655.8850843561	55149.7700474258	54001.1652412908	55302.4669844436	55402.8176063215	56015.051156565
PR_Sim2_3	61759.378347169	62091.4977757501	62541.9625056763	63405.6642451983	62698.0279026145	62412.4486897967	61969.3004737072	62050.6601478276	61818.8775401146	62378.6297225339	60661.8545628961	63735.916345266	64027.5748718304	62342.1536778416	62016.0493421057	62094.8412417837	62522.9002844065	62473.1625821185	63053.5813961164	63498.0890396104	63293.2965009682	63401.7572400368	63371.1652443848	63598.2601487651	62752.1077975163	62673.7211039402	62840.0677282547	62865.0546687563	63462.353585271	62209.5889139529	58871.151132136	59175.7150317675	59555.7644391786	58785.666574164	58909.2849020691	59222.0031016919	58575.6737283925	58887.0684583204	59382.7344915598	60338.3368556331	59723.6744999593	58873.261738665	58691.6111062791	59317.7738902532	59017.7710905579	58621.3821840926	59836.2617984723	58051.984485102	58656.0158342335	58375.4991921929	59802.8637591369	59992.4768668541	59940.0264239832	57998.2425797771	51445.2175305649	51650.4157105408	49099.3011573106	49407.6370512381	53519.5572579756	49383.5715394209	50681.3188814314	56146.1975310913	48817.1133646708	51896.5730041303	55229.4625927138	52903.474705465	54501.2700299822	56508.2669042442	54682.5880790364	52737.9901932972	58030.1792227217	59115.817256034	59800.7585539591	57690.3152053551	53957.8054391036	55610.6423067566	53237.2346876516	52211.0834480867	53497.0915449687	53447.2329990098	54172.5819634601
Zo_NP_1	49089.0259679296	49383.3714926395	49693.8391819195	50530.0182311179	49832.7698032505	49552.4152698733	49182.1672042728	49224.2934921339	49104.0233442996	49484.3065726158	48141.9671350063	50652.7547389778	50871.1291016205	49534.378830484	49189.6205947773	49356.9253782226	49723.2977741192	49571.7532061706	50091.2950925734	50435.0188761441	50343.0242554349	50419.0139236922	50327.254366204	50636.0806765031	49944.2651919862	49954.7036740019	50031.2929175439	50088.1702433724	50507.3681314745	49573.5397057699	46851.942831838	47087.2458346883	47330.6960769803	46796.6409071018	46873.1736158352	47086.7859433434	46658.5968580628	46902.6989510051	47267.6876917166	47942.0582417671	47533.9802692623	46839.6337762698	46692.8741630383	47223.4929251467	46910.0859662407	46682.023633736	47580.0130760088	46153.3010103432	46677.4123246729	46531.686241561	47517.5351501622	47779.0357883098	47692.1211496742	46247.4035194357	41422.5361835891	41221.2221857007	39746.5711592218	39477.9281665074	43137.0931918468	39844.6600730728	40997.8910631234	44735.49969437	39220.7768801611	41634.7843694631	44351.0794231316	42360.0769091074	43865.7245589741	45433.6458952528	43682.3231773282	42178.2613396297	46561.5923791457	47103.4932572417	47846.7552155798	45875.0850631219	43181.7850276751	44513.5631237017	42614.8842438993	41695.3253745116	43050.7289912588	42829.6459602049	43624.7397453381
Zo_NP_3	49935.0459134792	50217.2432665289	50579.6660424537	51445.812741592	50795.3526750834	50507.1083090438	50136.2269773924	50121.279241416	50011.899215147	50435.9384376238	49007.0564618382	51562.5132106657	51819.3509493696	50453.9361416936	50208.0166078067	50284.8399849654	50680.6510382932	50543.6354454035	51034.7425803027	51450.9611154169	51311.0763583424	51464.0829746279	51339.8789923231	51598.3534980552	50885.116632714	50885.2746520818	51044.254875105	51023.1305636103	51545.0628670556	50556.5845931323	47851.9060927766	48023.4754194525	48378.8831677056	47780.4537380223	47831.7621098663	48075.115449224	47620.6215673297	47863.977885001	48245.4056888156	48950.7765588989	48584.4438754756	47836.7193094356	47685.7207334445	48129.0396990094	47903.1165932807	47636.1802956605	48636.1101179939	47109.4974730392	47663.2614059007	47413.6082584624	48627.8650232316	48771.4102305731	48728.4237773742	47206.2058611792	41848.8096217003	41956.3025785618	40257.6149506169	40188.9007528194	44143.4436292032	40863.9719436792	41343.5813683974	45468.773958796	39868.9035802694	42248.0236449265	44725.540013601	43198.1437348339	44173.0460238333	46118.5561105421	44413.2716441089	42552.3548347946	47011.4658983601	47755.7799188404	48174.4502338131	46236.488283203	43800.603850873	45147.9214378068	43023.9188154123	42120.3050240424	43502.0521744546	43326.0272663078	43785.2326401863
Zo_NP_4	46996.7324740851	47228.5683638095	47550.5376649415	48301.7287740688	47715.5743303578	47371.5348501576	47044.7497489788	47083.5798618702	46943.1885457898	47329.3175236621	46089.552521812	48406.8652862858	48558.4742482661	47370.3085668049	46990.6411013909	47219.5842441294	47564.8375981949	47393.9916353858	47861.2145847664	48149.5798925057	48018.4457093062	48161.6779248867	48067.1989041393	48360.778526528	47730.2226553339	47694.3312567092	47749.7009104906	47817.5363921134	48156.6982133581	47320.4019123374	44770.2258740637	44952.4745990548	45248.9296336074	44739.4884700166	44769.1056744721	44952.755240054	44660.9667353047	44797.6590186214	45135.6311316139	45779.2942911635	45429.0548990315	44701.8885648222	44612.8161035174	45031.3150660094	44861.1693808075	44636.2686854101	45502.2752121542	44124.6835209799	44607.665883759	44453.5389780531	45413.8494177009	45658.6923026658	45563.3963892499	44184.5780706906	39499.1110069065	39515.8122418503	38010.1733057317	37970.1501683684	41506.5239651199	38186.5957928992	39208.1933121705	42852.9010519456	37706.6247881746	39795.0804342302	42157.7169541123	40256.9959266418	41935.0379833025	43565.2633639517	41701.6257607041	40269.2204523623	44384.6015059835	45002.0883470146	45360.4808674821	43795.3029787404	41482.5161397887	42614.0664349943	40509.7932032709	40000.5216789203	41137.5966459606	40916.2325685756	41438.1625267393
Zo_NP_5	48904.8339145946	49135.0669924817	49512.6886949225	50398.514211604	49836.9136623382	49398.9609072072	49049.4154311627	49065.9658758787	48895.8625423843	49330.2181436777	48046.1503427506	50441.8305440689	50636.3270996295	49326.650528289	49060.8996033353	49184.3284355918	49548.5895758076	49406.0930049754	49883.2548562253	50272.4209346388	50169.4551115709	50287.8064933736	50214.9320100404	50468.7546130042	49792.1158077316	49799.4663803649	49872.7101936514	49892.8295903545	50301.0692504503	49384.5228800217	46865.9785705918	47046.7456547919	47372.3753776251	46786.7089037137	46831.3601401817	47105.5577616731	46658.6287401862	46891.1357104335	47176.4190365778	47929.6207121334	47545.7574235622	46838.2097892558	46658.9851911301	47164.1228445051	46897.339231377	46648.8213144614	47602.4559695422	46177.1350076304	46652.3889943674	46485.390615628	47624.9827737255	47767.6185148982	47770.9490254264	46202.5894757553	41211.4761549005	41341.1062222904	39673.0741011037	39680.2860497362	43302.9884582239	39830.5872462686	40761.4803190465	44896.2714549193	39430.2214671643	41412.7102795205	43933.0826944284	42312.6984977679	43688.4025052372	45487.3071419578	43717.238432787	42014.2691906104	46264.034546152	46960.4792144858	47289.5081922653	45708.8462301926	43326.6329702201	44214.3146112889	42445.1756162363	41711.8909325074	42882.3795398679	42858.6018178153	43281.4415220672
Zo_NP_6	51998.3662615031	52241.4391149427	52650.7912028939	53379.2816613488	52726.5915045637	52500.9862013696	52136.5222875511	52200.4772694738	52018.2064811417	52471.6670749147	51100.3646185117	53601.7749925802	53822.5908377235	52437.245338264	52108.1283933969	52250.4020970873	52618.5323698965	52537.8711897358	53030.773718879	53339.6252910587	53220.7922379067	53356.4411309133	53298.7171406601	53483.6416000537	52854.2794002016	52869.7189696103	52955.5438815438	52955.0548168977	53381.6433971305	52454.9178781696	49779.1119778479	49989.6647034976	50281.7760571959	49702.7074218539	49772.6385298395	50008.1735970713	49637.4751575152	49763.2485965772	50172.5250432861	50874.7460059773	50462.7966588512	49766.244420498	49573.9786962782	50089.1295941963	49869.1204592752	49520.1622921291	50589.8250431151	49065.4880956166	49545.5838391655	49372.626092619	50566.3786411846	50719.490340057	50691.3403172288	49112.9543910359	43441.8280116151	43526.0951902326	41693.5662398034	41871.6778511604	45403.4439069206	42123.1120347715	42931.0586744791	47214.4068177681	41332.5674907549	43730.6818525716	46456.6947777178	44399.4275283406	45792.3080207517	47723.7559191404	45648.0388766013	44356.4459185001	48567.7997262143	49439.9296334761	50076.9002265994	47927.8467161343	45264.659906803	46688.0508612116	44657.7362902196	44021.1529681559	45079.9646978005	45129.047063479	45699.5450253857
Zo_NP_8	49197.0467347675	49507.137113404	49893.773966333	50706.7858949234	50111.9977255579	49764.7908154448	49420.448397785	49485.8620263953	49290.0754855905	49722.9211422152	48460.0121047645	50829.9265473727	51032.2289215052	49713.0029698368	49452.6459642071	49544.2967982876	49898.274453398	49811.2642354389	50289.8037768518	50673.7669414583	50559.0811107652	50642.1768089625	50577.3011962123	50824.1885824682	50121.4958892652	50168.4683031895	50284.0544077666	50288.1181421985	50669.7460192704	49796.7954096607	47212.2937206759	47409.7031514996	47709.240569916	47140.2800391954	47208.2992006756	47454.3279612553	47003.5791598894	47238.3476907457	47593.1622945265	48306.7148503061	47909.1681103552	47235.0733970299	47038.3858401346	47546.8532166691	47288.0473842027	46989.7538636459	47958.7897935989	46545.3408532298	46998.4943175828	46856.9289637908	47911.562802928	48074.3077223303	48102.9561021829	46595.5421855605	41745.137062497	41334.8841359295	39608.4084990052	39757.9090836096	43089.6238992399	40289.8481944511	40904.8631735373	44930.5652353307	39399.2551807691	41614.2151843592	44082.5238707666	42379.6425413009	43661.2874958858	45288.4622239114	43555.3846050584	42019.1835430949	46243.4659159424	46953.375358105	47569.3010922279	45622.7174345537	43189.6514439735	44605.4742581202	42551.6078770078	41620.1641209973	42814.486986802	42919.6916423663	43456.3236636662
Zo_NP_9	50430.6019439616	50700.0585333422	51059.341807326	51885.4558999258	51213.5066890261	50932.4317053582	50567.0602671272	50596.6934922175	50432.550890341	50860.8766347349	49515.9875896435	51987.338236016	52217.5164335452	50883.970462338	50576.2272659074	50715.1267860473	51090.1232689475	50970.8179618929	51456.8786327508	51905.3628337202	51751.6081507972	51891.5247810066	51821.7146129019	52069.2042847731	51372.9551176566	51344.253574421	51477.5445828341	51489.4062792032	51914.0559593517	50993.4778139513	48237.8831481067	48427.6279489062	48744.5905340572	48165.2191601218	48241.4598646113	48456.2367308983	48097.5826319573	48250.5192305469	48629.7016921662	49346.8186832114	48939.2514324402	48198.3737134728	48053.7776417787	48531.1919014094	48328.227519882	48042.9218204709	48991.1938968828	47540.6166011934	48061.9856407731	47853.9091659259	48944.6256008078	49119.5571222884	49078.9138741025	47580.6942204288	42169.7906312685	42253.4861239867	40459.3109937883	40407.7223993239	44155.8931076071	40669.2435138115	41580.4407575649	45903.3793448561	39884.8630125758	42202.7009399712	44940.9996561102	43208.2853219053	44609.6896822437	46449.3186692189	44374.6240101427	42726.0230137922	47317.1618765434	47980.9394650433	48684.5916819537	46652.1045288801	43878.8063570578	45353.5358989235	43242.6810862857	42367.1000941494	43725.5676682902	43589.8538545894	44270.6843678573
Zo_NP_10	53935.5178330213	54194.1633750294	54601.1175396074	55435.4257746953	54837.4930693021	54466.9953165074	54094.8835406939	54127.8706929839	53990.8851383134	54419.4456337593	52948.7310285634	55691.1556623957	55874.9312717794	54446.4234626784	54119.47623279	54242.1468668255	54616.643992308	54494.7371803026	55040.3266199923	55393.7735192374	55288.2143363293	55361.6402883638	55286.0963165296	55577.5178532831	54836.1665212831	54771.532781282	54962.8011567317	54983.8623941264	55434.3148869442	54400.8257605723	51412.3250164401	51680.6110651162	51975.0991498354	51428.1428848048	51530.1163462892	51761.7355686757	51292.3290015046	51486.8165114062	51925.0562087711	52671.6704013638	52168.2981124649	51508.3147006251	51309.2228364613	51838.8835645121	51576.9233696745	51196.6789498799	52299.005339045	50728.340671284	51248.0865431671	51032.516712091	52294.4826033389	52439.5210711836	52435.8070150265	50791.9713457873	45177.8628971224	45389.4711024463	43194.633211161	43599.0260433265	47258.1844441095	43793.9529882	44555.0170750366	49298.6934488854	42978.2314454853	45542.4486942511	48173.9509553646	46347.4985642802	47488.4850497988	49310.1374095692	47720.4726965576	46053.9151503238	50530.9767053595	51577.5217748916	52153.7694756855	49744.1633221611	47199.2378316751	48813.2278062392	46507.2064841952	45697.8742513869	46700.3900086645	47003.5950408087	47501.1906647729
Zo_NP_11	45594.7366415528	45805.1243930663	46180.0313927982	46924.3147826056	46320.144168796	46021.1054360552	45702.2264903591	45736.3347715983	45618.1328359785	45999.0471297184	44787.7462010213	46988.7774215423	47151.1116666594	46014.6471994842	45691.4978142568	45847.2945093768	46186.6136777051	46018.9714402522	46507.4266896476	46882.5656508415	46775.8701904016	46863.1729454846	46798.8486754237	47061.3046580929	46437.4289179667	46520.1665983012	46520.4331026446	46583.001523494	46923.2687497481	46125.340339133	43650.9440982013	43825.1067972784	44112.7830665382	43602.0930817177	43645.8660213312	43835.7835643945	43482.2841954563	43683.2771530251	44007.2787577348	44623.5371813236	44280.3680649613	43629.9836618407	43475.2120637991	43897.5780121702	43692.7210856119	43482.1685697868	44342.4967746323	43024.2929107255	43493.2577605832	43328.0038955212	44307.3770020368	44464.5541074356	44442.5863202825	43094.3533896648	38569.3530948469	38510.5101131515	37079.3867934856	36948.0519208575	40179.0198520635	37467.622104553	38148.3605541082	41493.5646002641	36746.7251681181	38491.3107076818	40989.2994509212	39461.9426928932	40748.4919773408	42560.6125508362	40444.5358880248	39135.5040834215	43143.9743755288	43590.1637964809	44100.4580512878	42498.2647081158	40087.8505226802	41258.7419568939	39310.0672510347	38678.1542318622	40196.8250980879	39801.2995994054	40440.8140192477
Zo_NP_12	50242.4287345448	50539.0987149888	50887.0210687816	51670.3614139867	51044.8471707859	50738.4483698462	50373.4484844252	50416.8228992561	50256.239765292	50681.4362649632	49356.7532824618	51818.3519715835	52027.7338615314	50675.3271102078	50372.7471780953	50486.8460229753	50836.4839703117	50747.9369202368	51237.3834560802	51641.2342227434	51492.9390102648	51657.8945845865	51569.9047576301	51782.5551479247	51193.4569174065	51121.5359537634	51237.3794425946	51233.2161585598	51666.4820360224	50724.6769729665	48054.5502768286	48274.1151153535	48548.0115582434	48036.7633691125	48093.2324493207	48289.1666319497	47891.8001152187	48055.7304827821	48431.0049928475	49157.8930915156	48706.7284844823	48033.7235648729	47888.6641037152	48376.5965746376	48169.555011345	47879.2670081769	48837.1103742127	47388.6867878944	47866.2726323105	47717.4057449275	48798.2703670993	48986.9265780291	48938.7980247069	47396.688060308	42137.8070038191	42264.9061532237	40486.4803456974	40343.9475656734	44254.1518548617	40684.1314051085	41699.6929783129	45795.6619538273	40076.5710899099	42523.273249743	45055.9790488311	43147.8717923169	44605.9813831589	46390.1959522374	44674.180881111	42900.0022667442	47484.6035310388	48184.6684666894	48621.3768471778	46690.347388366	44177.1900501753	45311.1404571038	43546.2946933665	42636.1774179255	43854.4261420029	43776.5562073935	44497.367951407
Zo_NP_13	52320.4190081654	52589.6459511691	52962.4523939498	53798.4605946698	53230.903938281	52782.9793838017	52453.2729575612	52508.5300385332	52320.9048002306	52788.9488575203	51392.042748115	53984.8802997827	54188.5744046707	52782.0768439863	52444.1173662964	52581.6792595968	52954.2496533188	52847.3642089236	53400.4198643271	53880.2555589861	53742.8441091415	53830.7108540328	53784.1205421806	54019.1382889895	53302.5072927397	53306.1710155032	53433.8661782487	53439.6972053787	53882.8929487616	52908.6538501916	49950.1926235748	50114.9098678796	50486.0955166266	49863.5084640063	49918.4267346367	50157.3477488344	49755.9314480064	49956.5147187527	50336.2512451839	51040.4449683336	50635.0319241082	49910.8698693297	49723.8404706713	50213.999530453	50018.2489269094	49705.6639906622	50759.0689447072	49199.6318707392	49740.5127806324	49574.6173138348	50644.5620747321	50838.9751847744	50830.2006436581	49289.4128037698	43988.3394076541	43849.0298613595	42065.0177648523	42005.1802747266	45789.8791215072	42770.2271732177	43356.2590598106	47814.1077250469	41762.3595535027	43948.4223521917	46950.8026734075	44944.7232953862	46121.0001636795	48072.0137282818	46201.4945934597	44599.7677676073	49201.4856420018	50112.9757774022	51041.8589528919	48480.583824947	45566.4884931939	47392.4300195721	45294.8737555661	44189.1258269956	45604.1759792104	45654.7886956598	46251.88603911
Zo_NP_14	52298.3684413004	52578.4999899692	52968.7387613586	53854.6431942565	53233.7699021494	52826.4620008443	52466.3520020485	52501.7622811669	52341.260218469	52768.8699731409	51373.1142518901	53997.3947656677	54196.6410652202	52788.6577341898	52472.9935781712	52609.9708729471	52976.3872577862	52855.8997973747	53375.5642832466	53869.3725820765	53722.6755775913	53816.9716528254	53728.8732394555	54032.8709963071	53248.2713628938	53234.9906529093	53404.1749998325	53391.2389308289	53881.806128308	52881.5268938006	50146.5147696362	50366.4092792864	50689.8756107531	50084.6521523533	50146.0943197951	50391.5611468845	49887.9261624952	50175.6119652926	50504.469881242	51325.4663384068	50876.1540873509	50164.8474890832	49934.872692849	50427.3285974399	50228.6030722489	49944.6326734452	50937.6713166553	49397.2191099147	49948.5966612816	49739.1684002607	50908.1906989905	51117.0179896512	51118.3230447282	49450.5566117001	44206.1992415194	44154.5636531796	42375.6560456339	42311.008574911	46142.2275355378	42544.2755460288	43478.0474800538	47815.6826943356	42097.5464308425	44284.1550195611	47079.3941630129	45191.8175356123	46620.032574622	48170.1666616153	46458.5529477026	44897.4003737937	49316.813278348	50217.7417988522	50914.7982734078	48640.577196547	45972.7206688299	47556.568738851	45390.9987789883	44481.1276388959	45678.4328529674	45843.2071487337	46312.1791214444
Zo_NP_15	50775.9100044668	51084.1712890424	51481.9931995549	52302.9341774966	51656.2485986617	51314.3968640671	50938.0779089165	50956.11813708	50830.2309520391	51252.2670416801	49855.5865975821	52413.9377619531	52642.3812687723	51275.4545221296	50953.1942546163	51094.6532592886	51495.2939266639	51347.0208851749	51848.4607774754	52215.4212516647	52077.6198289558	52200.9385236559	52134.6287467136	52391.2837186607	51620.6170326923	51642.9636245004	51787.2431586536	51797.0114607915	52265.4952064353	51275.6772708382	48508.7397807474	48739.6177481936	49067.7283505845	48480.7192025046	48550.2789956366	48752.6647515463	48316.3494293112	48581.9145604366	48965.9344700132	49694.1281505885	49261.2768376742	48508.8151790894	48367.1608040971	48863.7498811663	48595.958437904	48310.8824223988	49296.8556139585	47814.1384421461	48381.8393500651	48126.1497571762	49244.8783496332	49484.0063344793	49446.489777337	47860.805650336	43198.9771092732	43085.052554335	41282.2117712936	41354.9826180159	45091.0736370297	41658.17920253	42399.3025015496	46743.8149006445	41159.4598436201	43074.1016426032	45909.3896570388	44053.2812797177	45416.3397197258	47066.4078732675	45225.4156020067	43791.4330053607	47971.2575996687	48838.0464924943	49197.2628797198	47347.1946051921	44678.3551018352	46268.8321487215	44123.4269210032	43305.2893626245	44674.6290625025	44645.6079333722	45240.4957904764
SW_NP_1	53498.4869675365	53758.4825037146	54159.4098069711	54964.5426326632	54287.8222709621	54031.1679264806	53634.4408930463	53744.9826641476	53535.7651638778	53978.3915439805	52569.9431142314	55176.4334624127	55405.7764229129	53944.5312882374	53680.2901392613	53785.41355547	54191.5749391694	54086.0998001934	54596.8028638736	54990.5123244709	54809.6359277739	54967.9412546735	54822.4899778801	55106.0576805779	54412.1446724925	54394.592992948	54534.082993236	54550.8398399948	54972.3993132041	54028.4448047057	51174.0879896315	51370.3502735181	51716.3275957711	51063.9301152709	51137.8060441924	51409.5731648576	50969.8055587049	51189.7194592436	51584.9525441633	52323.982435029	51923.3114291378	51150.5921934968	50949.4011850169	51545.2778299158	51251.5859996275	50970.781658727	51990.5292528954	50423.9618047304	50951.2204806529	50761.253689958	51958.4174834695	52098.6424683426	52078.2957459039	50446.6927763423	45104.5556256504	45037.5861961748	43174.6064858	43173.6594152487	46964.0771858716	43751.9591930439	44582.7872298465	49021.0557958898	42909.0852297551	45304.2920442526	47997.1879766741	46061.2440754125	47522.2162057919	49521.5721569121	47369.1873298556	45866.8535641591	50540.1767775114	51305.1416351338	52067.1228970807	49796.3009746448	46936.6624122176	48462.4766034595	46454.6653727675	45499.2169403026	46758.4220550436	46802.4693616956	47237.2480043683
SW_NP_3	50827.3424780545	51081.9127226817	51503.2267587429	52298.2541868627	51778.2531572662	51417.7930709217	51033.2602261138	51092.7094216806	50910.8751150449	51343.6417617856	49991.0101197813	52519.6910603049	52737.1347343913	51337.5170634442	51107.343580362	51152.0775243193	51501.1160555077	51458.4681294975	51891.7169927796	52185.0207658672	52030.1989638763	52161.7283220369	52104.9597933344	52315.2457846449	51618.1510988408	51668.5047658615	51791.8971127358	51745.1542161447	52238.3446621688	51242.6364852003	48822.0027654583	48981.5341714235	49354.4583914514	48753.763246739	48800.1599579487	49069.6597612161	48631.4651270194	48848.9242770988	49156.1614254406	49968.4952868375	49531.2627710622	48833.1094132293	48622.4289631913	49116.0291320057	48905.6627274714	48596.5673264493	49621.3552362004	48134.5653665322	48589.9172463579	48430.3530142989	49602.4828036984	49715.3532296247	49762.04890698	48138.6522996455	42729.2887736996	43062.7911742816	41000.2042077617	41393.7534720511	44852.7408709622	41723.1090207279	42272.4192693333	46614.3486771378	40872.3734755459	42944.582064164	45448.7114298087	43673.3864129805	44998.7909478392	46877.6728286434	45217.6033848477	43521.028191765	47981.7348892293	48580.2794715728	49194.5546936664	47168.4552314953	44745.9741705524	45901.9384981172	43946.215387963	43279.7111649367	44410.4125384137	44417.2813423976	44789.0354493029
SW_NP_5	53016.6840307412	53294.5639456481	53690.0018787015	54532.6208582543	53860.7392865649	53550.6534746325	53165.6497328041	53197.8970881628	53017.3808354447	53489.8881356789	52092.5391882985	54689.2874547573	54926.6939111266	53475.2915521814	53192.1750239472	53318.9574539433	53666.8311319392	53593.3273310278	54096.3860183548	54557.5643144377	54390.6627464625	54532.2321053628	54468.0582458284	54668.1882120635	53953.805993574	53946.3903012625	54116.3834967415	54088.2097924669	54619.0845088422	53615.6448111591	50542.974460379	50751.0033944178	51061.7168620083	50425.4873787054	50463.2934741927	50752.43582531	50291.9479706851	50535.9496860233	50945.4610656069	51683.9943357585	51254.9817437253	50519.3294328933	50348.7740768629	50881.8667650631	50634.2895157019	50291.0051397021	51327.3647424472	49776.4025027883	50318.2188268412	50061.6707852864	51298.2927879083	51497.2244647922	51463.6499014891	49799.9889480381	44429.7617331347	44354.2379692344	42514.9774317144	42352.0922266822	46431.5754954955	42840.144466949	43950.5457071861	48052.217832883	42204.9826989275	44460.7239077703	47332.3584153758	45514.9179561322	46835.0009879692	48724.002564125	46633.3797006688	45113.0493684903	49507.4116359524	50602.60690475	51205.4330030052	49151.620141901	46187.2969115446	47550.0784724692	45268.2977518991	44743.6695647097	46066.8284650155	45814.6722741465	46489.560698574
