	Zo_NP_1	Zo_NP_3	Zo_NP_4	Zo_NP_5	Zo_NP_6	Zo_NP_8	Zo_NP_9	Zo_NP_10	Zo_NP_11	Zo_NP_12	Zo_NP_13	Zo_NP_14	Zo_NP_15	SW_NP_1	SW_NP_3	SW_NP_5	Zo_PR_1	Zo_PR_2	Zo_PR_3	Zo_PR_4	SW_PR_1	SW_PR_2	SW_PR_3	SW_PR_4	SW_PR_5	SW_PR_6	SW_PR_7
ENSBTAG00000000098	6.305169807	6.650559932	6.144471652	6.115351249	6.914644623	6.106924377	6.653900793	6.108069341	6.310127375	6.050251663	6.172295425	6.04777048	6.197215273	6.42889547	6.518840437	6.648346104	6.204705901	5.599186196	5.709013068	6.581726502	6.374477288	5.890402589	6.285295967	6.007200696	6.387873046	6.260120086	5.52929833
ENSBTAG00000000099	6.897771445	7.830528206	6.729551894	7.054513178	7.336252836	7.329901491	7.131555494	7.493338971	7.914877155	7.06721871	7.664927802	7.148309346	7.008291263	6.826575516	7.143857604	7.575586095	6.972999941	6.869965647	7.505505068	6.364063605	7.427408355	6.489231737	6.969493279	7.299005328	7.019490346	7.194693108	7.416584786
ENSBTAG00000000102	5.226877793	4.940781205	5.378595178	5.233110039	5.150260713	5.390333771	5.187836717	4.844272725	4.546717588	4.302038947	5.712977158	5.396432082	5.745533965	4.895820321	5.068195761	5.152447324	5.220999284	4.913354388	5.768875484	4.821702174	5.027370929	6.082173676	5.405927051	5.047654015	5.255391045	5.045634239	5.212791161
ENSBTAG00000000103	6.098061809	5.799963454	5.17964818	5.668166735	5.962790959	6.406795912	6.072248896	5.217947592	5.580796347	5.903847232	5.612189294	5.977650807	5.289250928	4.618300954	5.88961197	5.955321403	5.222382395	6.626921692	6.448456023	5.419613168	6.035551291	6.365547086	6.429654255	5.992024542	5.205356675	6.030389874	6.149908406
ENSBTAG00000000105	6.766672082	6.125539366	7.073966262	6.452227199	6.663722481	6.253315931	7.305696169	6.587756437	6.828538076	7.264681949	5.910876338	6.798565581	6.164451262	6.575780258	6.194702688	6.44607171	6.195692084	6.061527165	6.251721181	6.349356878	6.583397674	5.698225383	6.977132387	6.344223074	6.833531656	6.545841173	6.337179168
ENSBTAG00000000106	4.651011438	4.72310639	4.906702859	4.583018184	4.593097894	5.33538536	5.20039795	5.367504324	4.500177115	4.668240487	4.686481848	4.736928708	5.053035522	5.321664535	4.899305295	5.077389741	4.798091498	5.427328007	4.711426079	4.887265356	4.838958766	4.480982099	4.895275729	4.499366335	5.125468614	4.774715466	5.350418464
ENSBTAG00000000108	6.720226889	5.73888341	6.653667035	6.315194405	6.523048194	6.088691598	5.919269267	5.789004205	6.305826106	5.699145777	5.670015836	5.898196798	6.214647824	6.483456772	6.370057866	6.21866688	6.126993696	5.697816612	6.469478781	6.730182148	6.229017892	5.501771201	6.284586895	6.151031028	6.405075077	6.325154074	5.97147354
ENSBTAG00000000111	7.901416107	7.595616245	7.530414151	8.487819005	7.011093124	7.430246893	8.004742808	7.109830672	7.932183167	7.822035611	7.289391717	7.648037993	7.466196221	7.682135531	8.226591099	7.975474316	7.128734269	7.362457443	7.999221088	7.005753233	7.720600762	7.178556689	7.341336382	7.724428344	7.590427787	7.221646289	7.040399394
ENSBTAG00000000113	5.193695441	5.295053577	5.251483468	6.08882642	6.821776497	5.369594512	5.69854539	5.541241828	5.273895944	5.64507032	5.60448833	5.847578643	6.257321276	5.371057016	5.950373547	5.39126963	5.90190083	5.69139849	6.006341954	5.728336952	6.110301102	5.643284074	6.116349537	5.359157677	6.049686137	6.288729847	5.004789472
ENSBTAG00000000115	6.70833582	6.535891161	7.05827209	6.501472636	6.546803114	6.786688385	7.35264421	6.705611146	6.389656544	6.551207781	6.455938041	7.389730918	7.394026425	6.441765266	6.567752692	6.9610936	6.668784553	6.767080931	5.869615495	6.333372052	6.776356666	5.906544814	6.847286598	7.178364302	6.569478194	6.66156011	6.602539861
ENSBTAG00000000120	7.008765444	7.064847156	6.64275856	6.52266485	6.974067963	7.270399012	6.246768077	5.852063304	6.885805643	6.716932363	6.029682272	6.407379996	6.325671705	6.300396327	6.441323127	6.375950789	5.568376482	6.296873666	6.41434256	6.523200969	6.353012107	5.904614695	6.88730936	6.576087291	6.532486485	6.712921606	6.603164374
ENSBTAG00000000123	6.293230589	6.390938756	5.290655717	6.847474122	6.213856427	6.287475862	5.383630372	6.216065211	5.967152754	6.424274713	5.644848723	6.201019925	5.715492424	6.187012316	6.1276828	5.740698967	6.422158606	5.769597765	6.87527974	5.856366335	6.070102426	6.538125715	5.988964511	6.087454806	5.329447778	5.814261443	6.256409414
ENSBTAG00000000124	4.903915397	4.686507118	4.586436777	4.546091851	4.556195094	5.300215563	5.562002254	4.713005127	4.463057375	5.238576711	4.945576255	4.700361707	4.713204089	4.697063182	4.342902776	4.771447461	5.262099388	4.775203487	4.682816844	4.85906665	4.646645946	4.95169924	4.762559169	4.918484755	4.863903108	5.018284228	5.589407336
ENSBTAG00000000125	5.933676581	4.607899555	6.172495627	5.636089084	5.682848597	6.121745985	6.129142274	5.777991219	6.34818887	5.969946312	6.258674402	4.919136157	5.571514589	5.859834666	5.745128642	5.834096563	5.837646611	6.177097612	5.862884379	6.042255717	5.741516014	5.842298085	5.989620941	5.508309245	6.104651869	6.125618022	5.390172924
ENSBTAG00000000128	4.645725631	4.716063844	5.200114771	4.57938917	5.473970304	4.767395472	4.710421029	4.741855959	4.7428341	5.126199683	5.989471463	5.024083756	4.742049621	5.000032241	4.578937415	4.935496419	4.779554764	4.784926632	5.550979023	4.866555721	4.626951356	5.203164516	4.775927728	4.566920202	4.60017577	5.267153953	5.017376484
ENSBTAG00000000130	5.830649311	5.271240874	6.366082388	4.375689174	6.966150171	5.507010908	5.182490093	5.375266635	5.642569989	6.600295389	5.228989132	5.696066532	5.119755182	5.291894187	5.158599605	5.440397998	4.8124175	4.992319188	5.116989903	4.901241931	5.358199709	5.400583713	5.53114745	6.035005295	5.400583713	4.967135124	5.120327121
ENSBTAG00000000131	8.692817821	7.989635399	8.831692019	9.2289294	8.581039994	8.359939648	8.720479059	8.566999922	8.359606597	8.147793208	8.525648473	7.792374126	8.240032593	8.678294362	8.032880747	8.21540711	7.873444324	7.852326389	8.028398016	7.423998108	8.015554955	8.312515524	7.914020068	8.45405495	7.756296873	7.095973587	8.802305909
ENSBTAG00000000132	10.86849502	10.95174439	10.92290971	11.13024862	10.80377451	11.11070879	10.8132	10.91157369	11.329503	10.7165587	11.13315116	10.81779183	10.78318443	10.95654028	10.9550559	11.00033958	10.33646108	10.15055943	10.24310261	10.17610804	10.27434287	9.958460345	10.17876984	10.70907858	11.06077859	10.67982408	9.828298155
ENSBTAG00000000133	5.498904515	4.338082018	5.534859277	5.756715219	5.405234868	5.45485706	5.50922635	5.251802981	4.539559858	5.690326456	5.01223571	5.369849968	5.706463713	5.265438408	5.797017125	5.555873598	5.238224675	5.04793556	5.732440095	5.840741928	5.747810255	4.84530678	4.785749157	5.270103637	5.690155059	5.065807346	6.05887746
ENSBTAG00000000134	6.917109493	6.14139501	6.775725518	6.656769845	6.194020034	5.781543578	6.066925937	5.996114469	6.60935144	6.188242971	6.306774351	6.621715374	6.583357726	6.030039373	6.098764053	5.986804275	6.135599437	6.217640759	5.485654629	5.493135626	6.177023686	6.694143645	6.302690555	6.257338213	6.226280401	5.930100351	6.469999081
ENSBTAG00000000137	7.406848795	6.754784829	7.262925178	7.434139241	7.532738745	6.803089877	7.001774775	6.992282853	7.166517483	7.242512118	7.004664729	6.041047959	6.881870533	7.109467597	7.010308116	6.764608192	7.080025076	6.896040504	6.494684495	7.285823228	7.067977175	6.860557285	7.382541822	6.983829744	7.161798267	6.74984623	6.700514521
ENSBTAG00000000138	5.168872381	5.446828733	5.519511442	5.341246036	5.095726208	5.181034272	4.625691342	5.479190939	4.405604767	4.575944412	5.07936586	5.795488095	5.558276243	4.813481918	6.156256414	4.962093597	5.640523076	5.974284306	5.721596821	5.134738383	5.84979052	5.58180071	5.56281435	5.103929962	4.818870195	5.050897421	5.576507563
ENSBTAG00000000139	6.056382353	5.314109018	6.569342925	6.603500685	6.594213061	5.605619932	6.629778957	6.450999947	6.560799304	6.500024561	6.715207814	6.94515916	5.741980613	6.014145345	6.249745745	6.362598955	5.950570494	6.33095165	6.068638588	6.309056539	6.144611142	6.67106646	6.056338537	6.011736915	6.075198531	6.12016427	6.054760049
ENSBTAG00000000140	4.558493784	5.085160063	5.797165839	4.753748387	4.503629192	5.264904457	5.078956955	5.335646214	4.940193984	5.148579973	5.346612212	5.98635999	5.678742576	5.079117164	5.798071785	5.224821335	4.988210077	5.167949871	5.57015702	5.251828715	5.43504628	4.990833226	5.432417161	4.794871552	5.241235049	5.089030924	5.230054776
ENSBTAG00000000141	7.717382652	7.456323234	7.088152825	7.691445535	6.578927655	7.5852159	7.207388885	7.267514672	7.845975498	7.274272045	6.93571269	6.744630512	7.124094497	6.802610394	7.514070201	6.935354988	6.106876049	6.895738218	7.279389347	6.027923302	7.531643352	6.813965102	6.977046847	6.954794015	7.345287198	6.789183072	7.069265536
ENSBTAG00000000145	4.655820066	4.447184867	5.23363041	4.312435781	5.300173977	4.497793293	5.214169826	4.472613602	4.232751996	5.711180884	4.411956181	5.236981562	5.515273015	5.294870334	5.402749195	5.11217892	5.17033811	5.579915588	5.70927129	5.760825414	5.318383991	4.941717965	5.328349874	5.528409475	4.477280446	4.915807337	5.178088403
ENSBTAG00000000146	6.742388293	6.841194528	7.186548336	6.83751884	7.183985472	7.473561648	6.729745137	7.692168329	7.404786782	7.116901601	6.382116998	6.867136217	6.444514456	6.390470572	6.871194204	6.80031382	6.364909088	6.728647779	6.692651324	7.018251237	6.880610311	7.247536261	6.895884601	6.801726896	7.101063372	7.164571868	6.504107406
ENSBTAG00000000147	5.504253262	4.641570413	4.240742552	5.105272261	5.812023108	6.362466796	5.406859507	5.615643954	5.454431316	5.733668806	5.41660851	5.778602455	5.453276219	5.10703219	5.780379043	5.45175829	5.68215732	5.232930991	5.197298761	5.127530745	5.521482919	5.095851172	5.875705447	5.114134969	5.931988206	5.65876914	4.118827589
ENSBTAG00000000149	5.69952469	5.701890833	5.381165752	6.07418616	6.712216196	6.126300212	5.6162189	6.113811238	5.144282082	5.763969119	6.029043305	6.142548501	6.054657576	6.113556542	5.541845827	5.825399296	5.893725997	6.447177763	5.657826872	6.264443401	5.705665797	5.459155467	6.49071483	5.869349925	6.164019006	5.909853981	6.226770098
ENSBTAG00000000152	8.98350881	8.57080154	9.046899954	8.890041714	9.102828583	8.548526323	8.685140857	8.640025958	9.162560828	8.802668416	9.163335111	8.432238922	8.479233703	8.861713648	8.206320498	8.525791449	8.545495632	7.703015782	7.92526828	8.455563661	8.573960918	8.425991977	8.603656808	8.751110789	8.786932201	8.548396658	8.262595193
ENSBTAG00000000153	5.742302448	6.018742391	4.608488976	4.856384665	4.869696444	5.363384477	4.708192599	4.742348205	4.478002391	5.496020325	4.675499093	4.728976469	4.742558627	5.022483526	4.757884102	5.110592213	4.80463032	5.584130605	5.471065491	4.89916116	4.698625094	7.023624848	4.957153218	5.118222361	5.136498191	4.922541952	4.966118316
ENSBTAG00000000157	5.329232461	4.405671068	4.304830367	4.264174859	5.301370834	4.199870747	5.123597132	5.05654574	5.330224055	5.561181526	4.368678419	5.383343738	4.432573557	5.238129306	4.11510418	5.227046769	5.011367087	5.863885526	5.800056414	5.355626245	4.554778357	5.516369018	5.878365372	5.374450975	4.614303279	4.964244728	4.985430474
ENSBTAG00000000160	5.537000349	6.252567032	6.087404486	6.658110253	5.272997533	6.785044512	6.180709647	6.097097554	6.52441839	6.249796528	6.345926287	5.929750843	5.840846278	6.411201304	5.87579859	5.687016656	5.926008797	6.019324763	5.635391885	6.013209434	5.837264787	7.194936076	5.824083614	5.996259052	6.240294024	5.682242042	5.732807849
ENSBTAG00000000161	4.766939736	4.846748931	4.736228976	4.691671125	4.702829375	4.621194746	4.840346315	4.876013933	4.599965966	4.786012313	4.806205521	4.862050253	4.876233671	4.705759553	5.084486125	5.273123114	4.926871307	4.932966493	4.830932588	5.025586871	4.426582385	4.695033757	4.461346201	4.405669196	4.513668076	4.754567058	4.802981278
ENSBTAG00000000162	6.191019287	6.38984167	5.016922154	6.00570426	5.931417296	6.780309202	6.4017329	6.399228126	5.700728971	5.683361689	6.140807593	6.284273141	6.481002632	6.124412645	5.668871851	6.358362713	5.922909546	5.97601391	6.142316606	5.648802603	6.039420401	5.700773703	6.613504256	6.360641761	6.61612939	6.323721529	6.126185479
ENSBTAG00000000163	5.482663691	7.441834487	5.45322383	5.410509911	7.087177399	5.615003264	6.74699531	6.672919742	6.301943373	6.005272501	7.483972579	6.337689114	6.604259921	7.724320764	6.69195286	5.290615668	6.882908545	6.524165765	6.997300647	7.531766715	6.917759105	7.993672857	5.990110513	6.019330277	6.090647817	5.272734891	7.103180412
ENSBTAG00000000164	4.676038923	4.748287629	4.648237456	4.88258383	5.308631545	4.544100655	4.742491547	4.774780298	4.52488292	4.693304716	5.770647613	5.064673834	4.774979219	5.173804808	4.902143619	5.018438128	4.838715642	5.336964316	5.468725247	4.928079678	4.775023264	4.654807888	5.192318576	4.956673381	4.945441724	4.768190035	5.731614291
ENSBTAG00000000169	5.61800004	5.973194878	5.574797515	4.802670028	5.566170361	6.234506828	6.133362184	5.510374699	4.995152058	6.09473298	5.715777812	5.106570894	5.983796178	5.656973051	5.536570714	5.287543041	5.270764203	5.364424582	5.330175607	6.044644542	5.717375853	5.162982494	6.312522863	5.834587292	5.922665978	5.408862893	5.440731773
ENSBTAG00000000170	5.268332755	4.630397947	5.620652356	6.06353294	5.824655581	5.3105824	5.645549846	4.657093738	5.752870721	5.28941047	5.311443087	5.607843408	5.149058082	4.564085223	5.443116887	5.103009417	5.519686676	4.697599279	4.604523062	4.782088395	5.417593419	6.046154401	5.347655853	5.19685287	4.594654948	5.171468353	5.846588503
ENSBTAG00000000172	4.673423098	4.742777443	4.646735389	4.60801453	5.183338214	4.546770421	4.737213558	5.059953724	4.52832257	4.689997205	4.707545142	4.756074321	5.690168215	5.195291782	5.112685454	4.867954337	5.140649988	4.850174468	5.048701093	5.738200581	5.091984331	4.57915416	4.643697588	4.97769024	5.151515632	5.073166162	5.394310668
ENSBTAG00000000175	7.750740194	7.050051758	7.297306137	7.428199515	7.794588554	7.083286585	6.531096148	7.138696916	7.533455629	7.909056474	7.159950143	7.135032202	7.103948712	7.046055995	7.13151087	6.770545697	6.800119518	6.727887454	6.167037091	7.123357774	7.146739754	7.148230234	7.248329047	6.834486385	6.912047889	7.287480687	6.369984077
ENSBTAG00000000176	6.7029986	6.056845203	7.052175452	6.949488542	6.983642954	7.303261595	6.531989954	7.279169409	7.209492268	6.611583596	6.822143264	6.888520905	6.836564816	6.558042377	6.865857109	6.611765152	6.691309393	6.205335227	6.38692698	6.949748319	6.176479136	6.909287484	6.644823267	6.64745406	7.066340793	6.76899274	6.260901438
ENSBTAG00000000177	4.601749174	4.683926076	5.10087233	4.524247561	4.535736844	4.451680352	4.677333514	4.714059286	4.913671509	4.621387579	4.642179861	4.699681344	4.714285543	4.722628707	5.113663888	4.491741404	4.765627031	5.122809061	4.666842088	4.8672712	5.206093451	5.334937823	4.553011504	4.504741883	4.474115786	4.493491165	5.132705578
ENSBTAG00000000179	5.680968554	5.409387548	4.759877412	6.075973031	5.172247033	5.380010756	5.515849821	5.445820272	5.508053437	5.333966598	5.615560629	4.89388312	5.232153924	5.074328575	5.432285578	5.863251953	5.291048368	5.100068217	5.787058537	5.640765451	5.042386966	4.795656309	5.392125803	5.6806248	5.449973604	5.636337654	5.785842753
ENSBTAG00000000181	4.593587953	4.667374309	4.565194795	4.523999523	4.534315711	4.458841677	4.66145487	4.694430815	4.439214936	4.611221209	4.629890527	5.312368075	5.005043842	4.627293602	4.472321718	5.166703376	5.252946673	4.755788512	4.661454644	4.841419251	4.626506188	4.53781964	4.627772499	5.276107533	4.603530041	5.027220963	4.573656177
ENSBTAG00000000182	7.490970683	7.841663025	8.023254003	8.164088189	7.799771993	7.791855257	7.71095321	6.823744716	8.186657098	7.49026658	7.756393331	7.787048777	7.612214264	7.059169591	7.385004206	7.286476846	6.595312259	6.87277966	6.642885999	6.911740778	7.431891003	6.972548059	7.46729162	7.38147206	7.559313581	7.416981422	7.349313998
ENSBTAG00000000184	6.771011597	6.781742157	6.538388994	6.556507872	6.70893078	6.529699784	6.3625987	6.245219287	6.553344013	7.382679303	6.780931509	7.099086389	6.506223809	6.480748883	6.806515866	6.33101894	6.133270463	5.727296698	6.461372441	6.353611933	6.63083184	6.034402745	6.619298437	6.303211557	6.769826134	6.162203395	6.383799517
ENSBTAG00000000185	4.910477559	5.07556624	4.877721671	5.090423135	4.18208386	4.111568367	5.896343324	5.65838205	4.093231076	4.253936773	5.985314002	5.455483175	5.180710581	5.892125423	5.519421806	5.360071041	5.363395664	5.709365194	6.091022678	5.9477603	5.055811002	5.186957241	4.826159696	5.186748084	5.747820336	4.894182933	5.104604033
ENSBTAG00000000186	5.948142595	5.95079012	5.078250885	6.073696453	5.568802534	5.12746792	5.649005303	5.863241493	5.827289691	5.484516849	5.426016938	5.402199067	6.30943532	5.473913267	5.309574407	5.409755642	5.471540147	5.535345823	5.172521394	5.403275555	5.455861815	6.238029449	5.265429428	5.303299357	5.474541316	5.75156034	5.499085041
ENSBTAG00000000188	5.819893222	4.837408634	5.123251691	4.976536727	4.989094376	5.383263908	5.388644481	5.557964017	4.334310773	5.078348251	5.581314195	5.541283707	5.495744829	5.450055989	5.68418437	5.194610887	5.831579348	5.989424357	5.600133446	5.457760836	5.63724367	5.65978929	5.306568629	5.453757713	4.930879234	5.415873534	5.563938667
ENSBTAG00000000189	4.807462704	4.880982427	4.779172148	4.738125739	4.748404648	4.673203346	5.367706426	5.404527037	4.653647529	5.442650939	4.843634096	4.895077908	5.538342158	4.904902836	5.053405289	5.237721113	5.468297908	5.286875013	5.183386283	5.058257578	4.994548122	5.555464015	4.882484537	5.319968047	4.616960817	4.767268854	5.59280843
ENSBTAG00000000191	4.950623663	5.752609284	5.338418285	5.134681785	5.849395232	6.112133059	5.427532112	4.963010283	6.363872335	5.405407328	5.274663958	5.694226324	4.835098138	5.475343833	5.475343833	4.908759236	5.585435924	5.006813933	5.863320066	4.478592338	5.121410236	4.621886945	6.158852828	4.982608553	5.696319738	5.859848215	5.38020334
ENSBTAG00000000195	5.693001605	5.413005008	4.858449577	4.378039043	5.188797329	5.918662892	5.716037002	6.048690488	5.83409642	4.736361109	5.789372224	4.524200363	5.379377046	5.191585825	5.430480761	5.670681654	5.859219263	5.384550574	5.678989019	5.39010156	5.293282725	6.065685836	5.142425876	5.405623869	4.806494239	5.569032085	5.577169889
ENSBTAG00000000197	5.921142047	6.021115336	5.983266261	4.9831524	6.022409282	6.134818003	5.089858957	6.429027503	5.697075717	5.786875043	5.692566723	6.050850957	5.73523859	5.935495809	5.845657384	5.794323517	6.26793195	6.011695469	5.725559841	6.534473407	5.818185964	6.640654782	6.042167394	5.614088461	5.611243295	6.087510079	5.673430938
ENSBTAG00000000198	5.646214184	5.009669674	4.909072127	4.86851465	4.878671119	6.135402052	5.49059597	5.036307284	5.037317489	4.954385949	4.972766224	5.327786828	5.036507294	5.451568227	5.51628998	4.753355037	5.377068821	5.072815386	4.979942017	5.157120369	5.417625794	4.809741874	4.721694942	4.679937264	4.92983885	5.08575964	5.311335967
ENSBTAG00000000199	6.451657625	6.686694654	5.698474631	6.08851222	7.251460318	6.360285794	6.565732068	5.797842067	6.879538624	6.538013274	6.720689473	6.323914604	6.53454462	6.918096564	6.439736643	6.523404518	6.605975863	5.995070144	6.210181561	6.124594522	6.325089221	6.364943817	6.038778042	6.600737073	6.442812693	5.549180079	6.400546075
ENSBTAG00000000201	7.565720128	6.451791329	6.997588906	6.954805112	7.080303493	7.269852891	7.009597418	6.825539952	7.028189009	6.739403577	7.116531765	6.842373084	6.756921796	6.832671425	6.94453988	6.903476857	6.48121885	6.818662709	6.873350321	6.950297229	6.718629664	6.552174183	6.475209229	6.663729009	6.704696644	7.085242182	7.17108831
ENSBTAG00000000202	6.070491914	5.77069898	5.809990716	5.792199802	5.197998027	5.465508228	4.439983297	5.628306477	5.978264226	5.679544409	5.709762605	4.458972971	5.725890047	5.877000738	5.359731555	5.778474357	5.816930372	5.610215214	5.425298744	6.016960374	5.35761664	6.520053956	5.242283402	6.054584544	5.24361444	5.221629735	5.530643087
ENSBTAG00000000203	8.66292956	8.469311568	8.38204478	8.238549467	7.686855348	9.413325264	8.681200891	8.024933134	8.848559097	8.066432295	8.02292796	9.133842155	8.01465846	8.31903608	8.397254635	8.302571597	7.472680963	7.703524295	8.202013052	7.630024212	8.905564218	7.719713199	8.696384986	8.733292855	8.858375468	8.748651156	7.41643623
ENSBTAG00000000204	5.459266278	4.566565474	5.523953256	4.697399858	4.709659662	5.326559665	5.345042817	6.109617736	5.529088474	5.810384337	4.530808926	4.874796042	5.459234737	5.668216853	6.192949141	5.422726052	5.55372843	6.073731222	5.7360723	6.006191113	5.837983603	5.686444967	5.353917337	5.361718144	4.867996282	5.340468046	5.251777826
ENSBTAG00000000205	5.89089271	6.451655837	5.612981848	5.943976528	5.907208295	5.885660355	5.66816893	6.652709146	6.501308785	5.849336973	5.398096734	6.332697061	5.996733872	5.777674037	5.755064328	6.271570195	5.804830145	6.192791328	6.015867832	6.116605934	5.790287879	5.503472241	6.347032284	6.073069493	6.515625282	6.545986263	6.49691721
ENSBTAG00000000207	7.528663262	7.044931577	6.777335753	7.555493334	6.60490565	7.208215061	7.551569943	7.000541623	7.390830781	7.128739715	6.496061685	7.779182147	6.839392783	6.459459842	6.768652681	6.937908394	6.613771135	6.700060113	6.681120916	5.937978038	6.829563411	6.87156093	6.867669669	6.853695862	6.972953098	7.000269911	7.127380193
ENSBTAG00000000210	4.903542333	6.030779822	6.188280843	5.765159222	5.457126558	5.122966191	6.46604996	6.347281674	5.8569889	5.252154529	5.59950621	5.338568264	5.855625345	5.284397354	5.657383725	5.509010045	6.795854542	5.406785694	5.202773036	5.412821071	5.737669207	5.2060691	5.734617891	5.748299511	5.127612285	5.910783851	4.865055462
ENSBTAG00000000211	6.949176137	7.409652685	6.376978184	7.095014108	6.812257762	6.864314956	6.493919391	5.740129451	6.391336502	7.013893493	6.448416094	6.400955615	6.194349082	6.388698425	5.644630046	6.533526338	5.737774497	5.929069676	5.934725173	5.788914312	5.800988488	5.940086814	6.384762748	6.214985782	6.291218812	6.396642932	6.630772245
ENSBTAG00000000212	7.55232413	7.672268794	7.108236238	7.130218907	6.871720797	7.457322612	6.64336838	7.284507075	7.350960366	6.783081669	6.48031237	6.771616073	6.931006925	6.619170239	6.62135757	6.771586059	6.507321507	6.685485912	6.333676343	6.082434209	6.792659834	6.554780456	6.673512314	6.896047983	6.467907288	6.888348569	6.973854674
ENSBTAG00000000213	6.303715952	5.916716941	6.035794909	6.188985033	6.671050032	6.928420265	5.430308185	6.505561965	6.531474554	6.689209004	6.393320749	6.072948543	6.003534733	5.995595948	6.4352742	6.331956471	6.411606775	5.76919847	5.723682348	6.220124427	6.099018606	5.838423762	6.700181436	5.455192203	6.220749071	6.194091849	5.978024003
ENSBTAG00000000214	4.688981513	4.76158027	6.005626405	5.688918243	5.09153127	4.556403993	4.755756105	5.515054704	4.537093147	5.64516668	4.724699793	4.77549918	4.788401183	6.127314307	5.102992477	5.432738325	5.976434557	5.920378332	5.792256642	5.799181027	5.028463053	4.685743154	5.534151923	5.282122186	5.104319957	5.082484564	5.482083703
