"Seed","Gene","Accuracy"
17,"ENSBTAG00000001745-ENSBTAG00000019289",0.7188
17,"ENSBTAG00000005691-ENSBTAG00000010543",0.7188
17,"ENSBTAG00000010312-ENSBTAG00000020199",0.7188
17,"ENSBTAG00000025644-ENSBTAG00000004337",0.7188
17,"ENSBTAG00000003253-ENSBTAG00000011434",0.7188
17,"ENSBTAG00000021316-ENSBTAG00000015910",0.7188
17,"ENSBTAG00000005077-ENSBTAG00000001060",0.7188
17,"ENSBTAG00000007773-ENSBTAG00000010347",0.7188
17,"ENSBTAG00000008237-ENSBTAG00000005273",0.7188
17,"ENSBTAG00000011851-ENSBTAG00000007338",0.7188
62,"ENSBTAG00000017753-ENSBTAG00000039292",0.6875
62,"ENSBTAG00000012817-ENSBTAG00000022799",0.6875
62,"ENSBTAG00000021945-ENSBTAG00000011741",0.6875
62,"ENSBTAG00000005947-ENSBTAG00000015910",0.6875
62,"ENSBTAG00000005947-ENSBTAG00000015739",0.6875
62,"ENSBTAG00000017753-ENSBTAG00000014420",0.6875
62,"ENSBTAG00000005339-ENSBTAG00000015910",0.6875
62,"ENSBTAG00000003835-ENSBTAG00000006420",0.6875
62,"ENSBTAG00000008300-ENSBTAG00000001462",0.6875
62,"ENSBTAG00000000575-ENSBTAG00000026676",0.6875
